web-scraper-order,web-scraper-start-url,beer,beer-href,name,price,alcohol,description,size,brewer,country,pagination,pagination-href,category,retail_price,Description2,brewer2
"1605383052-638","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Sleeman Original Draught

          $21.50
          207431
          15 x 355 ml


      Hot Buy








      Light







      Malty","https://www.liquormarts.ca/product/sleeman-original-draught/15-x-355-ml","Sleeman Original Draught","REG. $27.00
          $21.50
          SAVE $5.50","5.00%","null","Item # 207431       | UPC 056910201150 | 15 x 355 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Lager > Pale","REG. $27.00","Original Draught combines Sleeman’ s premium brewing heritage with the freshness and sociability of traditional draught beer. This unpasteurized lager goes down well in the company of friends.","Sleeman Original Draught"
"1605383407-752","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Winnipeg Brew Werks Pils

          $3.40
          26901
          473 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/winnipeg-brew-werks-pils/473-ml","Winnipeg Brew Werks Pils","$3.40","5.00%","Slightly sweet malt flavors. Hop flavor and aromas are melon, spice, and pepper. Clear, pale yellow, crisp, clean, and refreshing.","Item # 26901       | UPC 627987036909 | 473 ml","Torque Brewing Co","Canada","","","Beer > Lager > Pilsner","null","20 IBU","null"
"1605383426-758","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","ZUBR LAGER

          $2.74
          26878
          500 ml


      Limited Time Offer








      Balanced







      Hoppy","https://www.liquormarts.ca/product/zubr-lager/500-ml","ZUBR LAGER","REG. $3.05
          $2.74
          SAVE $0.31","6.00%","The colour is clear golden with a persistent white head. There are aromas include maltiness and pleasant hops, while the taste includes malts and caramel.","Item # 26878       | UPC 5901359074818 | 500 ml","Kompania Piwowarska","Poland","","","Beer > Lager > Light","REG. $3.05","IBU 16","null"
"1605382008-317","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Farmery Pioneer Harvest Stout

          $3.68
          24835
          473 ml



      Balanced







      Roasted","https://www.liquormarts.ca/product/farmery-pioneer-harvest-stout/473-ml","Farmery Pioneer Harvest Stout","$3.68","5.50%","An effervescent stout balanced with subtle decadent notes of chocolate, caramel malt, and smoothly bittered coffee.","Item # 24835       | UPC 830021001027 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Dark","null","22IBU","Farmery Estate Brewing Co"
"1605381845-265","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","DAB Original

          $2.81
          254946
          500 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/dab-original/500-ml","DAB Original","$2.81","5.00%","null","Item # 254946       | UPC 4001982097763 | 500 ml","null","Germany","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Lager > Pale","null","DAB invented the special type of bottom-fermentation lager, which became known around the world as ""The Dortmunder"". It is still brewed according to the original Dortmunder brewing process. DAB offers a fabulous crisp, full-bodied, and mildly-hopped taste of excellence.","Dortmunder Actien-Brauerei"
"1605382139-348","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Fort Garry Brewing Portage & Main IPA

          $3.95
          15697
          473 ml","https://www.liquormarts.ca/product/fort-garry-brewing-portage-main-ipa/473-ml","Fort Garry Brewing Portage & Main IPA","$3.95","6.50%","Inspired by our Famous Corner

Fort Garry’ s new Portage and Main IPA is a delicious west coast inspired IPA, celebrates the history of our famous crossroads. Amazing aromas of citrus immediately awaken your senses. Portage and Main IPA pours beautifully and enjoys a rich, deep pale hue. Once poured, the citrus aromas intensify and the flavours of west coast hops burst onto your palate. It doesn’ t over power your taste buds, making a wonderfully refreshing IPA.","Item # 15697       | UPC 693851070195 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Pale","null","60 IBU","Fort Garry Brewing Company"
"1605382690-520","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","MOOSEHEAD LAGER 6/355C

          $12.65
          911420
          6 x 355 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/moosehead-lager-6355c/6-x-355-ml","MOOSEHEAD LAGER 6/355C","$12.65","5.00%","Moosehead Breweries’  flagship brand is a golden lager that is light in body and highly refreshing, offering a fine balance between malt sweetness and hop bitterness. Made from an age-old yeast culture, Moosehead Lager is brewed longer to impart its unique flavour.","Item # 911420       | UPC 776029705249 | 6 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Light","null","13 IBU","Moosehead Breweries Limited"
"1605383181-679","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Surly Brewing Furious IPA

          $4.98
          23143
          473 ml



      Hoppy







      Balanced","https://www.liquormarts.ca/product/surly-brewing-furious-ipa/473-ml","Surly Brewing Furious IPA","$4.98","6.70%","An amber-coloured ale with citrusy hoppy aromas and flavours, balance out by a chewy caramel malt backbone, with a refreshing bitter finish.","Item # 23143       | UPC 893354001386 | 473 ml","null","United States","","","Beer > Ale > Pale","null","100 IBU","Surly Brewing Co."
"1605382829-568","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","One Great City Queen's Best Bitter

          $3.49
          32502
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/one-great-city-queens-best-bitter/473-ml","One Great City Queen's Best Bitter","$3.49","5.50%","Our ESB has a stronger malt profile with a nutty finish that balances out the bitterness. A large hop profile of noble hops gives the beer an earthiness and floral character.","Item # 32502       | UPC 628250026139 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Dark","null","35 IBU","One Great City"
"1605382617-496","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Miller Genuine Draft

          $22.99
          552554
          12 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/miller-genuine-draft/12-x-355-ml","Miller Genuine Draft","$22.99","4.70%","null","Item # 552554       | UPC 056327012370 | 12 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","null","Miller Genuine Draft is a high-quality beer, made with the finest ingredients, an innovative brewing process, and packaged in such a way that it delivers a premium experience. MGD is cold-filtered 4 times which allows the beer to be stabilized without the need to pasteurize, making it one of the smoothest beers available.","Miller Genuine Draft"
"1605381906-285","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Dry Hopped Sour

          $4.30
          34404
          473 ml



      Light







      Tart","https://www.liquormarts.ca/product/dry-hopped-sour/473-ml","Dry Hopped Sour","$4.30","6.30%","Orange, citrusy sour beer with a splash of fruity, piney dry hops.","Item # 34404       | UPC 628110283245 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Belgian","null","25 IBU","Nonsuch Brewing Co"
"1605383031-631","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Shock Top Belgian White

          $3.49
          764603
          473 ml



      Light







      Spicy","https://www.liquormarts.ca/product/shock-top-belgian-white/473-ml","Shock Top Belgian White","$3.49","5.00%","null","Item # 764603       | UPC 062067166358 | 473 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Belgian","null","A spiced-style wheat ale with real orange, lemon and lime peels and coriander spice added to the mix. This uniquely crafted and award winning ale is unfiltered to create a brew that is naturally cloudy with a  light golden colour and a smooth, refreshing finish.","Shock Top Brewing Co"
"1605383244-702","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Trans Canada Brewing Co. Bluebeary Ale

          $2.74
          26664
          355 ml


      Delivery








      Light







      Malty","https://www.liquormarts.ca/product/trans-canada-brewing-co-bluebeary-ale/355-ml","Trans Canada Brewing Co. Bluebeary Ale","$2.74","5.00%","A refreshing wheat ale with natural blueberry flavour. Subtle berry notes on the nose and palate, a well-balanced ale with a clean, crisp finish.","Item # 26664       | UPC 702088304017 | 355 ml","null","Canada","","","Beer > Ale > Flavoured","null","15 IBU","Trans Canada Brewing"
"1605383219-693","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","TORQUE BREWING ROUND ABOUT ALE

          $3.41
          31615
          473 ml



      Light







      Malty","https://www.liquormarts.ca/product/torque-brewing-round-about-ale/473-ml","TORQUE BREWING ROUND ABOUT ALE","$3.41","5.00%","null","Item # 31615       | UPC 628055741558 | 473 ml","Torque Brewing Co","Canada","","","Beer > Ale > Dark","null","AN EASY DRINKING SMOOTH DARK MILD ALE WITH NUTTY AND CHOCOLATE FLAVOURS.","null"
"1605382973-614","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Rickard's Red

          $22.99
          927236
          12 x 341 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/rickards-red/12-x-341-ml","Rickard's Red","$22.99","5.20%","null","Item # 927236       | UPC 056327672550 | 12 x 341 ml","Rickard's Beer","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Ale > Pale","null","Rickard's Red is a full-flavoured Irish-style ale that holds a distinctive ruby-red colour. The fusion of three roasted malts combined with the sweetness of brewer's caramel balances out the bitterness, giving it an incredibly smooth finish. These sweet malty flavors make it an ideal pairing with grilled meats, bean-based dishes and comfort foods.","Rickard's Red"
"1605383398-749","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","WINNIPEG BREW WERKS BOCK² DOPPLEBOCK

          $4.24
          34395
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/winnipeg-brew-werks-bock%C2%B2-dopplebock/473-ml","WINNIPEG BREW WERKS BOCK² DOPPLEBOCK","$4.24","9.50%","Cold cellared for months, our BOCK has become deceptively smooth. Its rich malty sweetness is nicely balanced by a touch of hop bitterness, imparting subtle flavours of dried fruit and spice.","Item # 34395       | UPC 627987036992 | 473 ml","Torque Brewing Co","Canada","","","Beer > Lager > Other Lagers","null","45 IBU","null"
"1605382332-408","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Heineken 0.0

          $11.98
          25961
          6 x 330 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/heineken-00/6-x-330-ml-0","Heineken 0.0","$11.98","0.00%","Our master brewers started from zero and spent years exploring, brewing, and tasting before they finally created a recipe defined by its refreshing fruity notes and soft malty body  perfectly balanced. One that deserves the Heineken mark. Of course, with the uncompromising Heineken characteristics since 1873: Natural Flavoured Ingredients and Heinekens unique A-Yeast.","Item # 25961       | UPC 072890005885 | 6 x 330 ml","null","Netherlands","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Non-Alcoholic > Pale","null","16 IBU","Heineken"
"1605381605-170","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Big Rock Traditional Ale

          $21.66
          7340
          12 x 355 ml


      Limited Time Offer








      Balanced







      Malty","https://www.liquormarts.ca/product/big-rock-traditional-ale/12-x-355-ml","Big Rock Traditional Ale","REG. $24.16
          $21.66
          SAVE $2.50","5.00%","null","Item # 7340       | UPC 064294012002 | 12 x 355 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Pale","REG. $24.16","Brown ale. Deep copper with garnet flashes Three varieties of hops, and a blend of caramel, pale and black malts. This medium bodied Brown Ale fills your mouth with a fusion of toasty malt and sweet caramel up front finishing with a nutty flavour, medium creamy carbonation and mild hop bitterness.","Big Rock Traditional Ale"
"1605382281-393","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Half Pints Brewing - Queer Beer

          $14.51
          13647
          6 x 341 ml



      Light







      Malty","https://www.liquormarts.ca/product/half-pints-brewing-queer-beer/6-x-341-ml","Half Pints Brewing - Queer Beer","$14.51","4.80%","null","Item # 13647       | UPC 693314012007 | 6 x 341 ml","null","Canada","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","Brewed in partnership with Pride Winnipeg and in the style of a Helles (which is German for ""bright""), Queer Beer is a bright and refreshing nod to the start of summer.","Half Pints Brewing - Queer Beer"
"1605381893-280","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Driftwood Brewery Fat Tug IPA

          $3.79
          28401
          473 ml


      Delivery








      Heavy







      Hoppy","https://www.liquormarts.ca/product/driftwood-brewery-fat-tug-ipa/473-ml","Driftwood Brewery Fat Tug IPA","$3.79","7.00%","null","Item # 28401       | UPC 628201027390 | 473 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Pale","null","Fat Tug IPA is a Northwest style India Pale Ale with an intense hop profile with notes of grapefruit, mango, melon and passion fruit. Sufficient malt is there to provide support.","Driftwood Brewery"
"1605382143-349","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Fort Garry Brewing Red Roof Lager

          $25.98
          26512
          15 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/fort-garry-brewing-red-roof-lager/15-x-355-ml","Fort Garry Brewing Red Roof Lager","$25.98","5.00%","Easy drinking lager made with Pilsner Malt","Item # 26512       | UPC 693851961127 | 15 x 355 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Lager > Pilsner","null","IBU 10","Fort Garry Brewing Company"
"1605382664-512","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","MOLSON ULTRA

          $29.48
          33597
          15 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/molson-ultra/15-x-355-ml","MOLSON ULTRA","$29.48","3.00%","null","Item # 33597       | UPC 056327016163 | 15 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Light","null","Bright, light and sublty sweet. Ultra provides a low carb alternative with bold carbonation to balance malty sweetness and light hop bitterness.

 A beer that refreshes.","Molson Canada"
"1605383292-717","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Tyskie Gronie

          $3.20
          696864
          500 ml


      Delivery








      Light







      Hoppy","https://www.liquormarts.ca/product/tyskie-gronie/500-ml","Tyskie Gronie","$3.20","5.00%","null","Item # 696864       | UPC 5901359000367 | 500 ml","null","Poland","","","Beer > Lager > Pale","null","Pleasant aroma of hops, caramel and hint of fruit. Tyskie delivers a balanced sweetness and bitterness. Its golden colour and thick creamy head are appreciated by beer connoisseurs around the world.","Tyskie Gronie"
"1605382624-499","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Miller Genuine Draft
          Out of Stock

          $14.99
          15142
          8 x 355 ml



      Light







      Malty","https://www.liquormarts.ca/product/miller-genuine-draft/8-x-355-ml","Miller Genuine Draft","$14.99","4.70%","null","Item # 15142       | UPC 056327014107 | 8 x 355 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Lager > Pale","null","Miller Genuine Draft is a high-quality beer, made with the finest ingredients, an innovative brewing process, and packaged in such a way that it delivers a premium experience. MGD is cold-filtered 4 times, which allows the beer to be stabilized without the need to pasteurize, making it one of the smoothest beers available.","Miller Brewing Company"
"1605382547-476","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","LITTLE BROWN JUG GOOD TIMES VARIETY PACK
          Coming Soon

          $26.96
          36356
          8 x 473 ml


      Delivery







      New Arrivals","https://www.liquormarts.ca/product/little-brown-jug-good-times-variety-pack/8-x-473-ml","LITTLE BROWN JUG GOOD TIMES VARIETY PACK","$26.96","5.50%","null","Item # 36356       | UPC 628250203127 | 8 x 473 ml","null","Canada","3","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=2","Beer > Assortment / Taster Pack > Other","null","2 of each of your favourite Little Brown Jug beers; Golden ale, Black Lager, Belgian IPA and Monarchy Brown Ale.","Little Brown Jug"
"1605381625-179","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Boston Beer Company Twisted Tea Half & Half

          $22.06
          14781
          12 x 355 ml


      Limited Time Offer








      Medium







      Citrus","https://www.liquormarts.ca/product/boston-beer-company-twisted-tea-half-half/12-x-355-ml","Boston Beer Company Twisted Tea Half & Half","REG. $24.56
          $22.06
          SAVE $2.50","5.00%","null","Item # 14781       | UPC 087692751342 | 12 x 355 ml","null","United States","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Malt-Based Coolers > Import","REG. $24.56","Real iced tea with lemonade flavor","The Boston Beer Company"
"1605381748-222","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Budweiser

          $3.09
          17545
          473 ml



      Light







      Malty","https://www.liquormarts.ca/product/budweiser/473-ml","Budweiser","$3.09","5.00%","null","Item # 17545       | UPC 062067335358 | 473 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Lager > Pilsner","null","Budweiser, the King of Beers is brewed with the strongest commitment to quality, tradition and excellence. Uniquely brewed since 1876 with a beechwood aging process, it has a slightly fruity aroma with a crisp, clean, delicate taste and a smooth, clean finish. Budweiser matches well with North American style foods, especially spicy flavors or BBQ. 5.0% alcohol ""","Budweiser"
"1605382377-422","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","INNIS & GUNN VANISHING POINT 04 IMPERIAL STOUT

          $15.03
          34092
          500 ml



      Heavy







      Roasted","https://www.liquormarts.ca/product/innis-gunn-vanishing-point-04-imperial-stout/500-ml","INNIS & GUNN VANISHING POINT 04 IMPERIAL STOUT","$15.03","11.00%","null","Item # 34092       | UPC 5060190564510 | 500 ml","null","United Kingdom","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Ale > Stout","null","On the palate, this product boasts flavours of huge roasted hues, accompanied by chocolate & burnt malt characteristics, finishing with notes of sweet caramel bourbon.","Innis & Gunn"
"1605382978-615","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Rickard's Taster Pack

          $23.48
          9735
          12 x 341 ml","https://www.liquormarts.ca/product/rickards-taster-pack/12-x-341-ml","Rickard's Taster Pack","$23.48","5.40%","null","Item # 9735       | UPC 056327011946 | 12 x 341 ml","Rickard's Beer","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Assortment / Taster Pack > Domestic","null","-","null"
"1605381644-188","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","BRASSERIE LA SHOPPE SOCK HOP IPA

          $4.19
          35540
          473 ml


      Delivery








      Balanced







      Hoppy","https://www.liquormarts.ca/product/brasserie-la-shoppe-sock-hop-ipa/473-ml","BRASSERIE LA SHOPPE SOCK HOP IPA","$4.19","6.70%","This well-balanced Kviek IPA has the perfect ratio of hoppiness and bitterness","Item # 35540       | UPC 628055741671 | 473 ml","Torque Brewing Co","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Ale > Pale","null","73 IBU","null"
"1605383208-689","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Torque Brewing Blonde Ale

          $27.69
          30000
          15 x 355 ml


      Delivery








      Balanced







      Malty","https://www.liquormarts.ca/product/torque-brewing-blonde-ale/15-x-355-ml","Torque Brewing Blonde Ale","$27.69","5.00%","A classic blonde ale with light malt notes with citrus hop flavours and aromas and a clean crisp finish","Item # 30000       | UPC 628055741510 | 15 x 355 ml","Torque Brewing Co","Canada","","","Beer > Ale > Pale","null","18 IBU","null"
"1605381575-158","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Beau's Lug-Tread Lagered Ale

          $3.53
          28102
          473 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/beaus-lug-tread-lagered-ale/473-ml","Beau's Lug-Tread Lagered Ale","$3.53","5.20%","Golden hued, crisp and balanced, Lug Tread is Beau's tribute to the classic beer of Cologne, Germany Interwoven hops and malt flavours, subtle fruit notes and a crisp lingering finish.  Graham cracker malt mingles with notes of freshly cut hay. A perfect year-round beer. Winner of over 50 Gold medals in beer competitions","Item # 28102       | UPC 602573395240 | 473 ml","null","Canada","7","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=6","Beer > Ale > Pale","null","21 IBU","Beau's All Natural Brewing Co."
"1605383375-742","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Whistler Brewing Bear Paw Honey Lager

          $2.10
          15301
          330 ml



      Balanced







      Malty","https://www.liquormarts.ca/product/whistler-brewing-bear-paw-honey-lager/330-ml","Whistler Brewing Bear Paw Honey Lager","$2.10","5.00%","null","Item # 15301       | UPC 626990061755 | 330 ml","null","Canada","","","Beer > Lager > Other Lagers","null","This award winning honey lager is fresh-brewed and fermented with 100% BC honey, so you can actually smell the honey aromas and taste the silky smooth honey on the finish. It’ s a very unique lager experience.","Whistler Brewing"
"1605381659-195","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Brewsters Brewer's 12/355ml cans

          $27.99
          30089
          12 x 355 ml


      AIR MILES - Bonus Miles








      Light







      Flavoured","https://www.liquormarts.ca/product/brewsters-brewers-12355ml-cans/12-x-355-ml","Brewsters Brewer's 12/355ml cans","$27.99","5.00%","3 cans each of River City Raspberry Ale, Farmer's Tan Belgian White, Hammerhead Red Ale and Mexcellent Cerveza.","Item # 30089       | UPC 884773000487 | 12 x 355 ml","null","Canada","6","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=5","Beer > Assortment / Taster Pack > Other","null","18 IBU","Brewsters Brewing Company"
"1605382925-598","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Phillips Hop Box Variety Pack

          $26.99
          23362
          12 x 355 ml


      AIR MILES - Bonus Miles







      Delivery","https://www.liquormarts.ca/product/phillips-hop-box-variety-pack/12-x-355-ml","Phillips Hop Box Variety Pack","$26.99","6.50%","Bottle Rocket ISA: Pours a bright golden yellow with a frothy white head. A big hope nose and light mouth feel give way to sweet citrus hop flavours accented  with a hint of pine. Very refreshing.","Item # 23362       | UPC 818278001571 | 12 x 355 ml","null","Canada","2","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=1","Beer > Assortment / Taster Pack > Domestic","null","The Hop Box is a specially designed long range hop transport case. Hop Box delivers a variety of hopped beer styles.","Phillips Brewing Company"
"1605382328-407","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Heineken

          $27.59
          531392
          12 x 330 ml



      Light







      Hoppy","https://www.liquormarts.ca/product/heineken/12-x-330-ml","Heineken","$27.59","5.00%","null","Item # 531392       | UPC 072890000859 | 12 x 330 ml","null","Netherlands","4","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=3","Beer > Lager > Pale","null","Heineken, brewed in Holland according to the original recipe since 1886, has a distinctive flavour that offers a refreshing European taste, making it a favourite all over the world. The original proprietary A-yeast cell, now multiplied a trillion times over, is still used today to create Heineken's unparalleled and characteristic taste. Heineken is a full bodied premium lager with a mild bitterness making it ideal to pair with hearty stews, spicy foods, casseroles, and sushi.","Heineken"
"1605381564-154","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Barn hammer Brewing Strawbrarian Milkshake IPA
          Out of Stock

          $4.65
          26183
          473 ml



      Heavy







      Flavoured","https://www.liquormarts.ca/product/barn-hammer-brewing-strawbrarian-milkshake-ipa/473-ml","Barn hammer Brewing Strawbrarian Milkshake IPA","$4.65","6.20%","Aroma: Fruity/mild strawberry. Opaque, hazy, blush appearance. Creamy fruity sweetnees up front, tart strawberry & tropical fruit flavour, bit of a drying finish, gentle lingering bitterness. Contains Lactose.","Item # 26183       | UPC 628451827788 | 473 ml","Barn Hammer Brewing Company","Canada","7","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=6","Beer > Ale > Flavoured","null","IBU 28","null"
"1605382097-337","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428","Fort Garry Brewing Dark Ale

          $24.99
          553735
          12 x 341 ml


      Delivery








      Balanced







      Roasted","https://www.liquormarts.ca/product/fort-garry-brewing-dark-ale/12-x-341-ml","Fort Garry Brewing Dark Ale","$24.99","5.00%","A chestnut coloured English Mild Ale that boasts caramel, coffee and chocolate flavours and a balanced hop finish. Excellent drinkability and pairs well with hard cheeses.","Item # 553735       | UPC 693851019309 | 12 x 341 ml","null","Canada","5","https://www.liquormarts.ca/search-products/%25?sort=field_web_description&order=desc&f%5B0%5D=field_category_type%3A1428&page=4","Beer > Ale > Dark","null","16 IBU","Fort Garry Brewing Dark Ale"
